Request Status,Time from request creation to planned pickup,Proposed Pickup Walk Distance,Destination Lat,Destination Lng,Request Creation Month,Request Creation Day,Request Creation Hour,Request Creation Minute,Request Creation Day Of Week,Time from pickup to dropoff
Completed,4.14,72.16,42.326002954,-71.082605124,1,1,4,43,2,16.92
Completed,6.0,49.2,42.322582141,-71.109085232,1,1,21,53,2,14.88
Completed,6.0,49.2,42.329393093,-71.104067154,1,2,0,55,3,9.4
Completed,4.03,49.2,42.346798233,-71.09365683,1,3,0,4,4,13.27
Completed,10.94,75.44,42.326002954,-71.082605124,1,3,1,56,4,15.37
Completed,2.75,49.2,42.33312434,-71.102290861,1,3,19,0,4,12.77
Completed,11.82,49.2,42.344115781,-71.100348942,1,3,19,49,4,17.25
Completed,27.3,49.2,42.346798233,-71.09365683,1,3,20,18,4,21.52
Completed,26.04,49.2,42.32891843,-71.10191334,1,3,20,44,4,23.32
Completed,29.74,49.2,42.334282781,-71.10085655,1,3,21,16,4,18.08
Completed,7.18,85.28,42.332977117,-71.109850332,1,3,21,46,4,20.5
Completed,2.61,72.16,42.326002954,-71.082605124,1,4,4,26,5,13.25
Completed,24.86,557.6,42.323383322,-71.108993366,1,4,23,50,5,41.58
Completed,11.67,49.2,42.342459914,-71.101286039,1,5,0,1,6,28.95
Completed,1.39,49.2,42.331470166,-71.108713746,1,5,19,8,6,17.38
Completed,39.0,49.2,42.346915936,-71.093527414,1,5,22,5,6,10.08
Completed,36.21,49.2,42.319460612,-71.080917343,1,5,22,8,6,33.9
Completed,5.01,49.2,42.332527266,-71.1118697,1,5,22,17,6,13.13
Completed,8.27,82.0,42.326002954,-71.082605124,1,6,1,45,0,23.65
Completed,5.24,49.2,42.332765452,-71.110431366,1,6,4,13,0,11.12
Completed,5.17,49.2,42.332765452,-71.110431366,1,6,4,14,0,11.65
Completed,1.56,49.2,42.33162235,-71.099789701,1,6,19,1,0,14.25
Completed,13.34,49.2,42.34167905,-71.098176017,1,6,19,27,0,15.55
Completed,12.83,49.2,42.336154978,-71.077818051,1,6,19,28,0,15.22
Completed,3.08,49.2,42.341515986,-71.09830711,1,6,19,38,0,12.32
Completed,29.03,49.2,42.344248606,-71.099856757,1,6,19,43,0,29.0
Completed,37.83,49.2,42.327919767,-71.104661264,1,6,19,59,0,26.43
Completed,5.87,49.2,42.331102841,-71.104814149,1,6,20,7,0,18.27
Completed,11.58,49.2,42.333049737,-71.097487696,1,6,20,26,0,14.68
Completed,1.41,75.44,42.352171961,-71.12328954,1,6,20,31,0,37.98
Completed,27.11,505.12,42.331729919,-71.071365662,1,6,20,42,0,25.98
Completed,24.64,49.2,42.342459914,-71.101286039,1,6,20,44,0,23.65
Completed,38.54,49.2,42.331668947,-71.109336689,1,6,20,50,0,11.75
Completed,37.87,49.2,42.331424808,-71.103370786,1,6,20,51,0,20.07
Completed,14.21,49.2,42.32891843,-71.10191334,1,6,21,15,0,16.52
Completed,28.59,49.2,42.333049737,-71.097487696,1,6,21,25,0,19.9
Completed,34.26,49.2,42.346953106,-71.093556583,1,6,21,40,0,26.12
Completed,8.26,49.2,42.319460612,-71.080917343,1,6,22,24,0,22.78
Completed,9.37,49.2,42.342459914,-71.101286039,1,6,22,25,0,17.87
Completed,10.1,49.2,42.32891843,-71.10191334,1,6,22,25,0,10.82
Completed,3.37,49.2,42.331529652,-71.105139367,1,6,23,8,0,13.1
Completed,15.45,49.2,42.346798233,-71.09365683,1,6,23,15,0,20.35
Completed,13.28,49.2,42.346633944,-71.093353406,1,6,23,53,0,26.28
Completed,8.61,49.2,42.328902,-71.101054,1,6,23,55,0,10.93
Completed,3.25,82.0,42.332977117,-71.109850332,1,7,0,12,1,14.28
Completed,1.51,49.2,42.321415056,-71.102676429,1,7,1,16,1,23.88
Completed,6.0,49.2,42.333357814,-71.104302518,1,7,19,1,1,12.18
Completed,4.68,49.2,42.341515986,-71.09830711,1,7,19,6,1,16.87
Completed,23.61,49.2,42.332572127,-71.111781523,1,7,19,23,1,10.8
Completed,9.79,49.2,42.3467982,-71.0936567,1,7,19,54,1,14.8
Completed,31.4,49.2,42.3440275,-71.0948344,1,7,20,11,1,16.9
Completed,11.3,49.2,42.352119185,-71.123277806,1,7,20,38,1,20.73
Completed,10.85,49.2,42.347951962,-71.087970547,1,7,20,58,1,20.28
Completed,7.21,652.72,42.33368547,-71.082219221,1,7,20,59,1,10.52
Completed,39.9,49.2,42.332679695,-71.11145027,1,7,21,0,1,10.77
Completed,39.4,229.6,42.32741163,-71.124891825,1,7,21,1,1,14.3
Completed,39.17,49.2,42.34167905,-71.098176017,1,7,21,1,1,13.1
Completed,29.8,49.2,42.331897222,-71.09711688,1,7,21,19,1,16.62
Completed,29.4,711.76,42.333321132,-71.082038172,1,7,21,22,1,11.55
Completed,36.72,49.2,42.331102841,-71.104814149,1,7,21,29,1,15.02
Completed,20.97,49.2,42.3467982,-71.0936567,1,7,21,43,1,35.52
Completed,16.1,49.2,42.319460612,-71.080917343,1,7,23,27,1,22.3
Completed,7.72,49.2,42.329635752,-71.097662374,1,7,23,35,1,9.8
Completed,5.76,659.28,42.334389602,-71.100891754,1,8,19,0,2,13.73
Completed,5.93,49.2,42.342254725,-71.101501621,1,8,19,1,2,11.43
Completed,9.19,49.2,42.333358806,-71.104301512,1,8,19,15,2,15.22
Completed,8.8,49.2,42.333357814,-71.104302518,1,8,19,15,2,15.52
Completed,39.34,49.2,42.347035622,-71.093397662,1,8,19,19,2,11.7
Completed,19.48,78.72,42.352171961,-71.12328954,1,8,19,23,2,37.13
Completed,14.56,49.2,42.342459914,-71.101286039,1,8,19,28,2,29.27
Completed,6.93,49.2,42.3342829,-71.1008566,1,8,19,58,2,12.5
Completed,7.67,49.2,42.334282781,-71.10085655,1,8,19,58,2,13.07
Completed,29.92,49.2,42.331274607,-71.10347975,1,8,20,9,2,35.6
Completed,18.58,68.88,42.346916184,-71.093528755,1,8,20,15,2,13.72
Completed,39.93,49.2,42.336429583,-71.083336025,1,8,20,19,2,10.87
Completed,30.92,49.2,42.331447611,-71.109336689,1,8,20,32,2,19.73
Completed,32.47,49.2,42.33166969,-71.109340377,1,8,20,37,2,38.42
Completed,26.83,49.2,42.333137724,-71.097694561,1,8,20,49,2,22.18
Completed,37.76,49.2,42.331314016,-71.103370786,1,8,21,3,2,13.53
Completed,14.34,49.2,42.332510908,-71.111661494,1,8,21,16,2,29.02
Completed,32.02,49.2,42.329579487,-71.104048379,1,8,21,27,2,17.83
Completed,29.77,0.0,42.334282781,-71.10085655,1,8,21,30,2,18.27
Completed,13.56,49.2,42.341684006,-71.100620851,1,8,21,40,2,22.45
Completed,8.67,49.2,42.33368547,-71.082219221,1,8,21,42,2,14.37
Completed,38.3,49.2,42.346953106,-71.093556583,1,8,21,46,2,8.42
Completed,39.94,49.2,42.332395656,-71.111777499,1,8,21,47,2,10.45
Completed,38.72,49.2,42.332578819,-71.111569293,1,8,21,48,2,13.63
Completed,28.21,85.28,42.346514754,-71.093964614,1,8,21,54,2,21.33
Completed,28.49,49.2,42.333137724,-71.097694561,1,8,22,22,2,17.2
Completed,3.67,29.52,42.363883198,-71.109955609,1,8,23,11,2,34.2
Completed,10.4,49.2,42.31847469,-71.078829914,1,8,23,19,2,34.25
Completed,1.23,49.2,42.32890331,-71.101051345,1,9,0,0,3,11.35
Completed,8.77,629.76,42.334282781,-71.10085655,1,9,0,40,3,9.77
Completed,4.86,49.2,42.333171927,-71.102401838,1,9,0,45,3,7.85
Completed,11.14,49.2,42.319460612,-71.080917343,1,9,0,48,3,20.9
Completed,40.23,49.2,42.34608631,-71.094461828,1,9,19,9,3,9.03
Completed,32.43,49.2,42.32891843,-71.101913005,1,9,19,28,3,26.25
Completed,34.81,49.2,42.329578248,-71.10404972,1,9,19,50,3,21.28
Completed,13.11,49.2,42.329924017,-71.104326658,1,9,20,12,3,20.0
Completed,37.36,45.92,42.331274607,-71.10347975,1,9,20,15,3,22.95
Completed,8.1,49.2,42.333049737,-71.097487696,1,9,20,47,3,12.92
Completed,13.72,580.56,42.331437945,-71.098293029,1,9,20,58,3,24.6
Completed,39.71,49.2,42.346797985,-71.093658507,1,9,21,10,3,10.03
Completed,8.2,49.2,42.331102841,-71.104814149,1,9,21,20,3,14.63
Completed,39.92,49.2,42.322501329,-71.10349115,1,9,21,44,3,11.53
Completed,35.96,49.2,42.332130453,-71.096870452,1,9,21,54,3,10.97
Completed,33.14,49.2,42.346915936,-71.093527414,1,9,22,22,3,20.53
Completed,38.28,49.2,42.332454645,-71.110690199,1,9,22,30,3,13.23
Completed,25.09,42.64,42.326642476,-71.10428676,1,9,23,0,3,13.02
Completed,28.31,49.2,42.342459914,-71.101286039,1,9,23,4,3,7.58
Completed,16.97,49.2,42.345686114,-71.104280055,1,9,23,9,3,18.32
Completed,14.88,49.2,42.345581046,-71.104232781,1,9,23,11,3,18.18
Completed,29.86,49.2,42.319460612,-71.080917343,1,10,0,24,4,27.18
Completed,9.18,49.2,42.333126075,-71.102287173,1,10,0,57,4,8.53
Completed,5.81,49.2,42.32891843,-71.101913005,1,10,1,38,4,8.67
Completed,6.52,49.2,42.321415552,-71.102678776,1,10,3,29,4,11.33
Completed,6.44,49.2,42.327507061,-71.103422083,1,10,3,29,4,10.03
Completed,6.0,49.2,42.32891843,-71.101913005,1,10,19,0,4,9.7
Completed,5.61,49.2,42.341667154,-71.100669801,1,10,19,1,4,14.98
Completed,37.81,49.2,42.329578495,-71.10404972,1,10,19,16,4,9.3
Completed,21.86,49.2,42.329391358,-71.104064807,1,10,19,51,4,10.28
Completed,23.28,49.2,42.332130453,-71.096870452,1,10,20,38,4,21.12
Completed,20.75,49.2,42.345704203,-71.104327329,1,10,20,59,4,27.75
Completed,1.45,49.2,42.34608631,-71.094461828,1,10,21,1,4,13.25
Completed,22.11,49.2,42.332510908,-71.111661494,1,10,21,9,4,9.42
Completed,9.66,49.2,42.332527266,-71.1118697,1,10,21,21,4,19.03
Completed,3.86,39.36,42.35083297,-71.119517349,1,10,21,28,4,31.58
Completed,29.05,49.2,42.33640356,-71.083588153,1,10,21,37,4,4.83
Completed,15.58,49.2,42.338638764,-71.083013155,1,10,22,25,4,5.72
Completed,25.15,49.2,42.331148695,-71.099398769,1,10,22,55,4,9.05
Completed,12.04,49.2,42.34167905,-71.098176017,1,10,23,34,4,9.63
Completed,11.87,49.2,42.33327875,-71.102188267,1,11,0,7,5,7.13
Completed,1.94,587.12,42.345398912,-71.104332358,1,11,0,16,5,18.25
Completed,13.15,49.2,42.3343206,-71.0999335,1,11,0,18,5,11.83
Completed,3.55,49.2,42.334320701,-71.099933535,1,11,5,44,5,5.88
Completed,30.28,49.2,42.32891843,-71.10191334,1,11,21,9,5,9.42
Completed,30.11,49.2,42.328765992,-71.101997495,1,11,21,9,5,10.43
Completed,18.13,49.2,42.347035622,-71.093397662,1,11,22,2,5,9.67
Completed,4.01,49.2,42.346365084,-71.094136946,1,11,22,59,5,26.08
Completed,3.31,45.92,42.34627885,-71.094392426,1,11,23,0,5,22.8
Completed,29.41,49.2,42.33143621,-71.098289341,1,11,23,11,5,4.93
Completed,20.26,49.2,42.333537257,-71.11363057,1,11,23,46,5,24.48
Completed,22.68,49.2,42.319460612,-71.080917343,1,12,0,44,6,30.63
Completed,31.04,49.2,42.335799082,-71.077205837,1,12,2,4,6,9.12
Completed,2.14,49.2,42.347035622,-71.093397662,1,12,19,3,6,8.4
Completed,7.68,49.2,42.343791897,-71.09810628,1,12,19,19,6,10.0
Completed,7.51,49.2,42.34569553,-71.086291149,1,12,19,21,6,8.9
Completed,13.37,49.2,42.328765992,-71.101997495,1,12,19,46,6,20.88
Completed,7.0,49.2,42.33321307,-71.102986559,1,12,19,48,6,7.52
Completed,34.37,49.2,42.332679447,-71.111452617,1,12,19,54,6,8.25
Completed,10.23,49.2,42.332400613,-71.111777499,1,12,20,22,6,12.43
Completed,34.6,695.36,42.342399696,-71.101471111,1,12,21,4,6,10.93
Completed,35.57,49.2,42.346953106,-71.093556583,1,12,22,44,6,11.3
Completed,25.79,65.6,42.32891843,-71.101913005,1,12,23,28,6,11.07
Completed,5.85,49.2,42.319460612,-71.080917343,1,13,0,48,0,12.67
Completed,4.1,49.2,42.331809481,-71.109033935,1,13,4,15,0,18.63
Completed,6.0,49.2,42.334389602,-71.100891754,1,13,5,51,0,5.97
Completed,6.0,49.2,42.327730889,-71.092824005,1,13,19,0,0,10.28
Completed,8.26,229.6,42.342399696,-71.101471111,1,13,19,2,0,9.03
Completed,8.16,49.2,42.332089805,-71.111500226,1,13,19,2,0,11.17
Completed,6.0,49.2,42.327602492,-71.103889458,1,13,19,2,0,10.72
Completed,4.61,49.2,42.35110305,-71.060789712,1,13,19,4,0,14.88
Completed,3.93,49.2,42.346798233,-71.09365683,1,13,19,6,0,10.45
Completed,0.98,49.2,42.3339639,-71.0987837,1,13,19,8,0,9.12
Completed,38.09,49.2,42.33368547,-71.082219221,1,13,19,10,0,6.95
Completed,5.91,49.2,42.341515986,-71.09830711,1,13,19,32,0,15.17
Completed,37.35,49.2,42.322582141,-71.109085232,1,13,19,38,0,23.4
Completed,21.15,49.2,42.346915936,-71.093527414,1,13,19,38,0,5.73
Completed,33.16,49.2,42.329393093,-71.104067154,1,13,19,43,0,20.85
Completed,20.24,49.2,42.332580554,-71.11157231,1,13,19,44,0,11.32
Completed,5.19,49.2,42.322746246,-71.078339405,1,13,19,52,0,27.1
Completed,27.37,49.2,42.342398457,-71.101467758,1,13,19,55,0,9.48
Completed,26.75,49.2,42.351671949,-71.123653986,1,13,20,16,0,29.38
Completed,28.67,49.2,42.335799082,-71.077205837,1,13,20,16,0,13.42
Completed,39.75,49.2,42.328765992,-71.101997495,1,13,20,19,0,8.82
Completed,37.59,49.2,42.331592607,-71.107389405,1,13,20,21,0,13.77
Completed,20.47,49.2,42.338184245,-71.07893385,1,13,20,24,0,15.47
Completed,12.44,49.2,42.346916,-71.0935274,1,13,20,28,0,9.87
Completed,39.82,49.2,42.327651322,-71.107332744,1,13,20,40,0,10.35
Completed,33.74,49.2,42.341684006,-71.100620851,1,13,20,51,0,19.43
Completed,28.89,49.2,42.342739199,-71.103675887,1,13,21,4,0,29.73
Completed,37.96,49.2,42.329579487,-71.104048379,1,13,21,14,0,10.37
Completed,37.86,49.2,42.34627885,-71.094392426,1,13,21,21,0,10.52
Completed,16.78,49.2,42.327423032,-71.124883778,1,13,21,24,0,31.23
Completed,34.28,49.2,42.343320812,-71.102457494,1,13,21,32,0,20.4
Completed,10.68,49.2,42.342459914,-71.101286039,1,13,21,33,0,20.15
Completed,26.48,75.44,42.334178933,-71.100555472,1,13,21,54,0,11.37
Completed,8.08,731.44,42.334282781,-71.10085655,1,13,21,58,0,2.23
Completed,17.77,49.2,42.342398457,-71.101467758,1,13,22,2,0,3.57
Completed,33.15,49.2,42.34375993,-71.089676097,1,13,22,7,0,10.25
Completed,32.73,49.2,42.34375993,-71.089676097,1,13,22,8,0,9.97
Completed,21.3,49.2,42.346953106,-71.093556583,1,13,22,15,0,6.75
Completed,1.52,49.2,42.3331994,-71.096906,1,13,22,41,0,8.98
Completed,5.34,49.2,42.342556066,-71.101104654,1,13,23,31,0,13.57
Completed,30.0,49.2,42.34569553,-71.086291149,1,14,0,16,1,8.9
Completed,24.73,49.2,42.333265118,-71.11150559,1,14,0,48,1,8.42
Completed,28.31,603.52,42.339413719,-71.082879044,1,14,1,4,1,3.28
Completed,5.51,49.2,42.332186716,-71.111728214,1,14,2,2,1,10.68
Completed,6.4,488.72,42.330395202,-71.102878936,1,14,19,8,1,9.17
Completed,6.38,488.72,42.331274607,-71.10347975,1,14,19,8,1,8.4
Completed,6.0,55.76,42.341668641,-71.100667454,1,14,19,10,1,6.32
Completed,39.45,488.72,42.332511898999996,-71.111663841,1,14,19,14,1,8.07
Completed,3.64,669.12,42.332089805,-71.111500226,1,14,19,19,1,11.88
Completed,9.82,488.72,42.346365084,-71.094136946,1,14,19,41,1,9.15
Completed,23.94,55.76,42.327654545,-71.107323021,1,14,19,58,1,8.43
Completed,15.37,55.76,42.3470357,-71.0933977,1,14,20,18,1,16.47
Completed,36.73,488.72,42.351767591,-71.121611483,1,14,20,24,1,13.73
Completed,31.39,55.76,42.327909108,-71.099150665,1,14,20,33,1,18.13
Completed,39.86,55.76,42.32891843,-71.10191334,1,14,20,52,1,7.1
Completed,37.93,488.72,42.322681794,-71.109043658,1,14,20,54,1,23.27
Completed,6.32,59.04,42.33143621,-71.098289341,1,14,20,58,1,19.88
Completed,6.32,1036.48,42.3295795,-71.1040483,1,14,20,58,1,21.45
Completed,6.88,488.72,42.34756937,-71.120358557,1,14,21,9,1,18.53
Completed,39.97,55.76,42.334282037,-71.100852862,1,14,21,17,1,6.95
Completed,38.24,1043.04,42.341515986,-71.09830711,1,14,21,21,1,7.27
Completed,29.63,488.72,42.327407416,-71.124904566,1,14,21,58,1,10.78
Completed,27.48,1062.72,42.329616419,-71.100450531,1,14,22,26,1,11.07
Completed,31.25,488.72,42.332580554,-71.11157231,1,14,22,34,1,17.63
Completed,4.02,488.72,42.3446275,-71.082580648,1,14,23,52,1,4.13
Completed,1.68,324.72,42.331446868,-71.109340377,1,15,0,2,2,16.0
Completed,27.48,669.12,42.331653332,-71.103468016,1,15,0,4,2,6.87
Completed,24.71,488.72,42.319460612,-71.080917343,1,15,0,19,2,10.18
Completed,5.84,488.72,42.333171927,-71.102401838,1,15,2,47,2,6.52
Completed,6.0,49.2,42.334282781,-71.10085655,1,15,19,1,2,8.33
Completed,5.92,49.2,42.33640356,-71.118926257,1,15,19,1,2,20.23
Completed,4.72,49.2,42.331002459,-71.083010137,1,15,19,2,2,8.82
Completed,34.49,49.2,42.329924017,-71.104326658,1,15,19,24,2,11.22
Completed,20.94,688.8,42.331162327,-71.10625349,1,15,19,31,2,4.02
Completed,31.94,49.2,42.317642953,-71.09672226,1,15,19,41,2,15.02
Completed,36.14,49.2,42.340120017,-71.093799993,1,15,19,52,2,6.38
Completed,23.52,49.2,42.330486415,-71.102897711,1,15,20,11,2,8.62
Completed,23.25,49.2,42.327062872,-71.089993604,1,15,20,12,2,10.62
Completed,9.02,49.2,42.334818373,-71.095122322,1,15,20,17,2,6.93
Completed,36.44,49.2,42.34627885,-71.094392426,1,15,20,20,2,12.75
Completed,36.2,587.12,42.323210048,-71.086296849,1,15,20,20,2,14.45
Completed,35.17,49.2,42.33368547,-71.082219221,1,15,20,21,2,11.48
Completed,4.73,49.2,42.334282781,-71.10085655,1,15,20,21,2,14.32
Completed,0.91,49.2,42.342459914,-71.101286039,1,15,20,31,2,19.25
Completed,20.23,49.2,42.344249845,-71.099853404,1,15,20,46,2,13.3
Completed,39.0,49.2,42.325535702,-71.08825352,1,15,20,52,2,12.12
Completed,35.07,49.2,42.334254278,-71.099743769,1,15,21,3,2,12.07
Completed,2.92,541.2,42.334208675,-71.100438796,1,15,21,10,2,9.52
Completed,2.93,577.28,42.331424808,-71.103370786,1,15,21,13,2,18.15
Completed,35.73,49.2,42.34569553,-71.086291149,1,15,21,16,2,7.77
Completed,11.37,49.2,42.343792888,-71.09810628,1,15,21,19,2,10.13
Completed,38.61,49.2,42.341515986,-71.09830711,1,15,21,28,2,9.33
Completed,2.86,49.2,42.329579487,-71.104048379,1,15,21,31,2,14.17
Completed,38.79,49.2,42.322681546,-71.109047011,1,15,21,50,2,14.57
Completed,38.75,49.2,42.332646731,-71.111714132,1,15,21,50,2,12.37
Completed,37.04,400.16,42.332977117,-71.109850332,1,15,21,53,2,13.3
Completed,32.27,49.2,42.345398912,-71.104332358,1,15,22,28,2,8.22
Completed,9.41,49.2,42.344487738,-71.082368419,1,15,22,34,2,3.48
Completed,38.87,49.2,42.346953106,-71.093556583,1,15,22,41,2,23.43
Completed,22.43,49.2,42.335799082,-71.077205837,1,15,23,26,2,10.23
Completed,2.48,49.2,42.333137724,-71.097694561,1,15,23,57,2,24.43
Completed,29.27,49.2,42.328448969,-71.092847474,1,15,23,57,2,12.5
Completed,6.9,49.2,42.328765744,-71.101997495,1,16,0,35,3,24.45
Completed,27.69,49.2,42.334818373,-71.095122322,1,16,2,17,3,6.5
Completed,12.39,49.2,42.333137724,-71.097694561,1,16,2,33,3,8.02
Completed,6.0,49.2,42.333171927,-71.102401838,1,16,4,44,3,7.42
Completed,5.93,49.2,42.334282781,-71.10085655,1,16,19,0,3,17.18
Completed,4.76,49.2,42.342459914,-71.101286039,1,16,19,23,3,26.42
Completed,23.06,49.2,42.34608631,-71.094461828,1,16,19,37,3,11.7
Completed,32.0,49.2,42.334282781,-71.10085655,1,16,20,0,3,9.07
Completed,36.5,49.2,42.327062872,-71.089993604,1,16,20,20,3,13.35
Completed,36.5,49.2,42.327064607,-71.089996286,1,16,20,20,3,13.35
Completed,36.49,49.2,42.32891843,-71.101913005,1,16,20,21,3,11.7
Completed,38.58,49.2,42.33143621,-71.098289341,1,16,20,22,3,9.2
Completed,37.69,49.2,42.323211783,-71.086296178,1,16,20,51,3,13.05
Completed,39.99,49.2,42.346798233,-71.09365683,1,16,21,1,3,9.1
Completed,5.08,49.2,42.34569553,-71.086291149,1,16,21,30,3,8.1
Completed,36.12,49.2,42.320698632,-71.114609241,1,16,21,31,3,16.3
Completed,39.96,49.2,42.341515986,-71.09830711,1,16,21,53,3,8.4
Completed,38.49,62.32,42.329777778,-71.098129414,1,16,22,25,3,17.72
Completed,39.91,49.2,42.322681546,-71.109047011,1,16,22,28,3,11.43
Completed,37.08,42.64,42.32746294,-71.103942432,1,16,22,31,3,24.03
Completed,6.54,49.2,42.332889625,-71.110542342,1,16,22,35,3,26.98
Completed,1.2,49.2,42.32891843,-71.101913005,1,16,23,0,3,15.3
Completed,25.11,49.2,42.345535699,-71.089711972,1,16,23,18,3,2.17
Completed,6.94,49.2,42.332765452,-71.110431366,1,16,23,24,3,20.35
Completed,3.67,49.2,42.33203726,-71.111557223,1,16,23,26,3,8.22
Completed,9.84,49.2,42.333126075,-71.102287173,1,17,0,7,4,12.42
Completed,29.45,49.2,42.331424313,-71.104303524,1,17,0,23,4,19.45
Completed,26.58,49.2,42.323456449,-71.105143055,1,17,0,27,4,29.82
Completed,30.63,49.2,42.321129727,-71.104489267,1,17,0,35,4,24.27
Completed,19.01,49.2,42.343311147,-71.10251382,1,17,0,47,4,9.85
Completed,17.4,49.2,42.34389895,-71.09734688,1,17,1,11,4,16.23
Completed,24.83,596.96,42.346595783,-71.093429513,1,17,1,27,4,9.32
Completed,9.85,570.72,42.331506601,-71.111833155,1,17,1,47,4,8.63
Completed,3.16,603.52,42.344594295,-71.088407747,1,17,4,50,4,5.75
Completed,36.51,49.2,42.342398457,-71.101467758,1,17,19,6,4,12.43
Completed,3.68,49.2,42.333171927,-71.102401838,1,17,19,11,4,13.35
Completed,4.27,49.2,42.346856465,-71.093530096,1,17,19,20,4,11.4
Completed,17.0,49.2,42.347035622,-71.093397662,1,17,19,29,4,25.48
Completed,29.08,72.16,42.331274607,-71.10347975,1,17,19,36,4,10.78
Completed,5.93,49.2,42.32891843,-71.10191334,1,17,19,36,4,10.17
Completed,4.16,49.2,42.32891843,-71.101913005,1,17,19,39,4,25.63
Completed,10.37,49.2,42.331314016,-71.103370786,1,17,19,42,4,12.97
Completed,9.46,49.2,42.33162235,-71.099789701,1,17,19,43,4,13.97
Completed,33.38,49.2,42.341515986,-71.09830711,1,17,19,48,4,26.18
Completed,30.06,49.2,42.351767591,-71.121611483,1,17,19,51,4,30.18
Completed,29.05,49.2,42.343792888,-71.09810628,1,17,19,54,4,14.68
Completed,39.84,49.2,42.341514499,-71.098304763,1,17,19,55,4,9.93
Completed,39.76,49.2,42.333172423,-71.10239815,1,17,19,55,4,7.38
Completed,23.69,49.2,42.336429583,-71.083336025,1,17,19,59,4,10.63
Completed,39.14,49.2,42.336456597,-71.083626039,1,17,20,10,4,9.02
Completed,4.64,49.2,42.333416307,-71.096191853,1,17,20,39,4,7.13
Completed,30.66,49.2,42.330486415,-71.102897711,1,17,20,42,4,25.32
Completed,36.1,65.6,42.349208749,-71.060580164,1,17,20,52,4,18.52
Completed,5.01,49.2,42.332510908,-71.111661494,1,17,20,56,4,9.98
Completed,32.14,49.2,42.341684006,-71.100620851,1,17,21,8,4,21.53
Completed,5.92,49.2,42.3454332,-71.0845171,1,17,21,26,4,7.0
Completed,19.58,49.2,42.332977117,-71.109850332,1,17,22,59,4,20.23
Completed,16.12,596.96,42.3338002,-71.0991424,1,17,23,30,4,6.13
Completed,2.3,49.2,42.330490133,-71.102905422,1,17,23,32,4,8.57
Completed,4.08,49.2,42.328765992,-71.101997495,1,17,23,51,4,8.18
Completed,16.23,49.2,42.332400613,-71.111777499,1,18,0,6,5,23.5
Completed,1.46,49.2,42.325535702,-71.08825352,1,18,0,53,5,24.73
Completed,27.72,678.96,42.324058319,-71.072874404,1,18,0,54,5,28.12
Completed,34.69,78.72,42.326002954,-71.082605124,1,18,1,5,5,14.38
Completed,16.46,49.2,42.33143621,-71.098289341,1,18,2,41,5,7.43
Completed,32.65,49.2,42.319460612,-71.080917343,1,18,2,48,5,15.4
Completed,2.44,49.2,42.336771349,-71.08380273,1,18,3,9,5,9.02
Completed,4.37,49.2,42.334320701,-71.099933535,1,18,5,50,5,5.15
Completed,39.11,49.2,42.34608631,-71.094461828,1,18,19,26,5,9.87
Completed,39.98,49.2,42.348456712,-71.084086038,1,18,19,52,5,19.5
Completed,35.29,49.2,42.346954345,-71.093559265,1,18,20,18,5,10.02
Completed,39.96,49.2,42.328448969,-71.092847474,1,18,20,31,5,9.87
Completed,39.35,49.2,42.333343191,-71.105974875,1,18,21,19,5,6.73
Completed,13.93,580.56,42.334178933,-71.100555472,1,18,22,4,5,18.15
Completed,39.28,49.2,42.345670007,-71.10434074,1,18,22,26,5,14.7
Completed,35.94,49.2,42.34559641,-71.08550258,1,18,23,5,5,6.77
Completed,26.42,49.2,42.332977117,-71.109850332,1,18,23,33,5,29.65
Completed,21.23,49.2,42.346014201,-71.086581498,1,18,23,38,5,10.1
Completed,34.75,49.2,42.323456449,-71.105143055,1,18,23,52,5,20.32
Completed,39.99,49.2,42.346454539,-71.093744002,1,18,23,58,5,8.78
Completed,3.5,49.2,42.338638764,-71.083013155,1,19,3,8,6,6.37
Completed,13.23,49.2,42.331883342,-71.109178104,1,19,3,30,6,8.23
Completed,4.28,49.2,42.342398457,-71.101467758,1,19,19,2,6,8.45
Completed,39.75,49.2,42.334319958,-71.099929847,1,19,19,11,6,6.8
Completed,16.73,49.2,42.342399696,-71.101471111,1,19,19,34,6,12.33
Completed,10.07,49.2,42.332679447,-71.111452617,1,19,20,35,6,12.13
Completed,8.57,49.2,42.331424808,-71.103370786,1,19,20,36,6,4.73
Completed,34.11,49.2,42.344418848,-71.099856757,1,19,20,45,6,18.43
Completed,34.98,49.2,42.341515986,-71.09830711,1,19,21,29,6,10.45
Completed,3.68,49.2,42.334282781,-71.10085655,1,19,21,30,6,20.53
Completed,10.36,85.28,42.332977117,-71.109850332,1,19,22,25,6,15.33
Completed,32.14,39.36,42.327029657,-71.104372926,1,19,22,33,6,12.03
Completed,38.11,49.2,42.343792888,-71.09810628,1,19,23,2,6,12.38
Completed,36.6,49.2,42.346856465,-71.093530096,1,19,23,4,6,15.1
Completed,34.36,49.2,42.333241325,-71.102583893,1,19,23,47,6,11.68
Completed,6.0,78.72,42.331274607,-71.10347975,1,19,23,51,6,6.98
Completed,24.14,49.2,42.336429583,-71.083336025,1,19,23,52,6,7.45
Completed,24.15,49.2,42.328448969,-71.092847474,1,19,23,52,6,9.2
Completed,34.43,49.2,42.343793,-71.0981062,1,19,23,52,6,14.12
Completed,22.06,49.2,42.34375993,-71.089676097,1,19,23,54,6,4.85
