Request Status,Time from request creation to planned pickup,Proposed Pickup Walk Distance,Destination Lat,Destination Lng,Request Creation Month,Request Creation Day,Request Creation Hour,Request Creation Minute,Request Creation Day Of Week,Time from pickup to dropoff
Completed,2.12,49.2,42.346798233,-71.09365683,2,24,20,7,0,22.75
Completed,1.91,49.2,42.346953106,-71.093556583,2,24,20,7,0,22.4
Completed,1.75,49.2,42.346595783,-71.093429513,2,24,20,7,0,23.13
Completed,3.38,49.2,42.346633944,-71.093353406,2,24,20,8,0,22.53
Completed,3.34,49.2,42.346633944,-71.093353406,2,24,20,8,0,22.53
Completed,1.96,49.2,42.346916184,-71.093528755,2,24,20,8,0,22.53
Completed,35.29,49.2,42.348728289,-71.062988117,2,24,20,8,0,14.5
Cancelled,13.58,49.2,42.332400613,-71.111777499,2,24,20,8,0,26.38
Completed,20.78,49.2,42.334188104,-71.100524627,2,24,20,9,0,9.78
Completed,20.46,49.2,42.341684006,-71.100620851,2,24,20,10,0,6.22
Cancelled,14.1,49.2,42.346365084,-71.094136946,2,24,20,11,0,16.1
Completed,32.07,49.2,42.331962655,-71.096786633,2,24,20,11,0,5.3
Completed,18.69,49.2,42.32891843,-71.101913005,2,24,20,12,0,23.12
Completed,13.61,49.2,42.34627885,-71.094392426,2,24,20,12,0,16.05
Completed,18.28,49.2,42.331382673,-71.103317142,2,24,20,12,0,20.0
Completed,18.0,49.2,42.331314016,-71.103370786,2,24,20,12,0,20.27
Completed,8.67,49.2,42.331677374,-71.109409444,2,24,20,13,0,20.25
Completed,15.89,49.2,42.342459914,-71.101286039,2,24,20,14,0,12.62
Completed,28.6,49.2,42.330843829,-71.097567491,2,24,20,14,0,3.13
Completed,15.66,49.2,42.341668641,-71.100667454,2,24,20,15,0,6.73
Cancelled,14.46,49.2,42.342459914,-71.101286039,2,24,20,16,0,13.0
Completed,25.73,49.2,42.331584924,-71.107353196,2,24,20,17,0,17.62
Cancelled,25.63,49.2,42.342556066,-71.101104654,2,24,20,17,0,7.23
Completed,25.18,49.2,42.329124407,-71.10191334,2,24,20,17,0,19.78
Completed,24.94,49.2,42.346514754,-71.093964614,2,24,20,17,0,7.17
Cancelled,24.48,49.2,42.346633944,-71.093353406,2,24,20,18,0,6.57
Completed,23.92,49.2,42.346916184,-71.093528755,2,24,20,18,0,6.4
Completed,31.39,49.2,42.332644748,-71.111715809,2,24,20,19,0,12.83
Completed,10.07,49.2,42.32884754,-71.100462265,2,24,20,20,0,11.27
Completed,31.39,49.2,42.319460612,-71.080917343,2,24,20,20,0,22.8
Completed,9.53,49.2,42.33312434,-71.102290861,2,24,20,20,0,8.43
Cancelled,30.56,49.2,42.330474766,-71.102851778,2,24,20,21,0,12.27
Completed,21.31,49.2,42.346365084,-71.094136946,2,24,20,21,0,7.53
Completed,4.21,806.88,42.328579843,-71.100798547,2,24,20,22,0,24.73
Completed,20.29,49.2,42.331622102,-71.097618788,2,24,20,23,0,0.02
Completed,18.5,49.2,42.346910733,-71.093582064,2,24,20,24,0,7.18
Cancelled,6.46,49.2,42.327651322,-71.107332744,2,24,20,24,0,26.43
Completed,37.48,49.2,42.33312434,-71.102290861,2,24,20,25,0,8.48
Completed,17.56,49.2,42.330808137,-71.105046496,2,24,20,25,0,22.83
Completed,37.11,49.2,42.324108392,-71.108017378,2,24,20,25,0,15.9
Completed,37.15,49.2,42.33312434,-71.102290861,2,24,20,25,0,8.82
Completed,37.04,49.2,42.351777997,-71.123681813,2,24,20,25,0,18.03
Completed,4.14,311.6,42.327104019,-71.100311391,2,24,20,25,0,13.23
Cancelled,36.92,49.2,42.346915936,-71.093527414,2,24,20,26,0,11.25
Completed,38.08,49.2,42.346623784,-71.093359105,2,24,20,26,0,9.07
Cancelled,36.03,49.2,42.351777997,-71.123681813,2,24,20,26,0,21.17
Completed,35.99,49.2,42.342459914,-71.101286039,2,24,20,27,0,11.37
Completed,36.8,492.0,42.342459914,-71.101286039,2,24,20,27,0,15.33
Cancelled,3.1,610.08,42.332585263,-71.11157231,2,24,20,27,0,28.17
Completed,35.02,49.2,42.346596031,-71.093432531,2,24,20,27,0,9.88
Completed,37.6,49.2,42.324274475,-71.107947305,2,24,20,28,0,10.83
Completed,34.2,49.2,42.3424598,-71.1012862,2,24,20,28,0,14.02
Completed,37.61,49.2,42.332932256,-71.0971836,2,24,20,28,0,6.58
Completed,1.6,16.4,42.346915936,-71.093527414,2,24,20,30,0,10.25
Completed,1.59,124.64,42.346915936,-71.093527414,2,24,20,30,0,9.52
Completed,20.29,49.2,42.324756858,-71.096782945,2,24,20,31,0,21.53
Completed,20.03,49.2,42.333171927,-71.102401838,2,24,20,31,0,12.63
Cancelled,30.87,49.2,42.341758846,-71.098342985,2,24,20,32,0,12.9
Completed,0.84,49.2,42.342317174,-71.101623997,2,24,20,32,0,15.82
Completed,24.54,49.2,42.336157209,-71.077816375,2,24,20,32,0,10.73
Completed,24.34,49.2,42.352301299,-71.07496351,2,24,20,32,0,20.85
Completed,10.63,75.44,42.331859548,-71.097030714,2,24,20,32,0,0.27
Completed,32.74,49.2,42.333137724,-71.097694561,2,24,20,33,0,4.27
Completed,32.08,49.2,42.331626811,-71.099499017,2,24,20,34,0,8.22
Completed,31.92,49.2,42.333137724,-71.097694561,2,24,20,34,0,6.65
Completed,15.42,49.2,42.332184485,-71.097012945,2,24,20,36,0,8.23
Completed,29.18,49.2,42.329391358,-71.104064807,2,24,20,37,0,13.83
Completed,29.03,49.2,42.334282781,-71.10085655,2,24,20,37,0,8.32
Cancelled,28.62,49.2,42.317967716,-71.096392348,2,24,20,37,0,27.77
Completed,36.84,49.2,42.32891843,-71.101913005,2,24,20,38,0,8.32
Completed,35.69,49.2,42.33315656,-71.102836691,2,24,20,39,0,6.52
Completed,11.86,49.2,42.333320637,-71.102302596,2,24,20,40,0,13.3
Completed,22.83,49.2,42.34519621,-71.090330221,2,24,20,40,0,1.57
Completed,22.34,49.2,42.3460864,-71.0944619,2,24,20,40,0,10.22
Completed,22.34,49.2,42.347035622,-71.093397662,2,24,20,40,0,9.6
Completed,34.7,49.2,42.322746246,-71.108528003,2,24,20,40,0,12.68
Cancelled,37.72,49.2,42.346644104,-71.093307137,2,24,20,41,0,10.17
Completed,10.53,49.2,42.332214475,-71.101867743,2,24,20,41,0,13.02
Completed,21.41,49.2,42.346915936,-71.093527414,2,24,20,41,0,9.3
Completed,1.95,49.2,42.332184485,-71.097012945,2,24,20,41,0,8.02
Completed,33.46,49.2,42.331446868,-71.109340377,2,24,20,42,0,9.03
Cancelled,38.27,49.2,42.341594792,-71.098480113,2,24,20,42,0,14.78
Completed,33.3,49.2,42.33166969,-71.109340377,2,24,20,42,0,12.88
Completed,32.9,49.2,42.33166969,-71.109340377,2,24,20,42,0,11.6
Completed,13.54,49.2,42.334186617,-71.100524962,2,24,20,43,0,10.98
Completed,31.53,49.2,42.32964294,-71.103003658,2,24,20,43,0,10.82
Completed,30.95,49.2,42.33166969,-71.109340377,2,24,20,44,0,20.13
Cancelled,38.0,49.2,42.341667154,-71.100669801,2,24,20,45,0,16.9
Completed,37.79,475.6,42.346915936,-71.093527414,2,24,20,45,0,10.85
Completed,37.45,49.2,42.346953106,-71.093556583,2,24,20,46,0,11.07
Completed,37.07,49.2,42.345961667,-71.094601303,2,24,20,46,0,12.62
Cancelled,36.98,49.2,42.337998124,-71.099677049,2,24,20,46,0,22.77
Completed,36.81,49.2,42.34627885,-71.094392426,2,24,20,46,0,12.98
Completed,10.01,49.2,42.33424833,-71.100757308,2,24,20,47,0,8.62
Cancelled,35.9,49.2,42.337777059,-71.099536903,2,24,20,47,0,22.65
Cancelled,35.41,49.2,42.341679,-71.098176,2,24,20,48,0,16.73
Completed,34.94,49.2,42.346915936,-71.093527414,2,24,20,48,0,11.9
Completed,35.21,49.2,42.346915936,-71.093527414,2,24,20,49,0,11.97
Completed,35.17,49.2,42.345647952,-71.08601287,2,24,20,49,0,11.27
Completed,10.26,49.2,42.346915936,-71.093527414,2,24,20,52,0,5.02
Completed,38.91,49.2,42.347035622,-71.093397662,2,24,20,53,0,9.37
Completed,38.82,49.2,42.346633944,-71.093353406,2,24,20,53,0,9.42
Completed,38.72,49.2,42.333320637,-71.102302596,2,24,20,53,0,8.08
Cancelled,38.39,49.2,42.347034383,-71.093399003,2,24,20,54,0,10.83
Completed,36.64,49.2,42.322681546,-71.109047011,2,24,20,55,0,32.8
Completed,39.91,49.2,42.323486444,-71.086242534,2,24,20,56,0,10.38
Cancelled,39.9,49.2,42.330474766,-71.102851778,2,24,20,56,0,8.4
Completed,39.88,49.2,42.345785729,-71.104643829,2,24,20,56,0,8.72
Cancelled,38.99,49.2,42.342459914,-71.101286039,2,24,20,57,0,3.27
Completed,8.04,49.2,42.333172423,-71.10239815,2,24,20,58,0,6.5
Completed,25.55,49.2,42.333273793,-71.097081341,2,24,21,1,0,6.28
Completed,30.39,49.2,42.347035622,-71.093397662,2,24,21,2,0,11.45
Completed,23.9,49.2,42.333199438,-71.096905991,2,24,21,3,0,6.02
Cancelled,23.76,49.2,42.33197604,-71.097139008,2,24,21,3,0,6.32
Completed,23.34,49.2,42.332130453,-71.096870452,2,24,21,4,0,6.5
Completed,19.53,49.2,42.346953106,-71.093556583,2,24,21,5,0,16.22
Completed,26.43,49.2,42.346279098,-71.09439075,2,24,21,6,0,12.23
Completed,35.25,49.2,42.332830884,-71.110135987,2,24,21,6,0,11.87
Completed,35.32,49.2,42.332304942,-71.111870371,2,24,21,6,0,12.52
Completed,35.3,49.2,42.344249845,-71.099853404,2,24,21,6,0,12.9
Completed,35.17,49.2,42.332510908,-71.111661494,2,24,21,6,0,12.78
Completed,35.14,49.2,42.346595783,-71.093429513,2,24,21,6,0,12.37
Completed,25.68,39.36,42.346915936,-71.093527414,2,24,21,6,0,10.58
Completed,20.41,49.2,42.333843349,-71.096954271,2,24,21,7,0,6.7
Completed,6.72,49.2,42.33166969,-71.109340377,2,24,21,8,0,17.97
Completed,39.51,65.6,42.345369424,-71.084271781,2,24,21,9,0,6.87
Completed,39.52,49.2,42.335799082,-71.077205837,2,24,21,9,0,9.98
Completed,39.55,514.96,42.347035622,-71.093397662,2,24,21,9,0,13.47
Completed,14.8,49.2,42.342398457,-71.101467758,2,24,21,10,0,23.47
Completed,39.51,49.2,42.346915936,-71.093527414,2,24,21,10,0,13.82
Completed,39.56,49.2,42.346366818,-71.094138958,2,24,21,10,0,14.57
Completed,21.46,49.2,42.347035622,-71.093397662,2,24,21,11,0,8.48
Completed,39.02,49.2,42.343791897,-71.09810628,2,24,21,11,0,12.82
Completed,38.76,49.2,42.343792888,-71.09810628,2,24,21,11,0,13.98
Completed,37.89,49.2,42.343960902,-71.095715426,2,24,21,11,0,9.5
Completed,37.89,49.2,42.34640597,-71.093355417,2,24,21,11,0,8.42
Completed,38.07,606.8,42.345829095,-71.086410508,2,24,21,12,0,4.45
Completed,37.24,49.2,42.329579487,-71.104048379,2,24,21,13,0,23.45
Completed,35.9,626.48,42.329894769,-71.098885797,2,24,21,14,0,23.63
Cancelled,11.79,49.2,42.332130453,-71.096870452,2,24,21,15,0,7.58
Completed,10.73,49.2,42.333034618,-71.096809432,2,24,21,16,0,11.22
Completed,29.21,49.2,42.331809481,-71.109033935,2,24,21,17,0,26.55
Completed,15.61,49.2,42.334188104,-71.100524627,2,24,21,21,0,7.28
Completed,15.56,49.2,42.331528908,-71.102312654,2,24,21,21,0,8.53
Completed,30.67,49.2,42.32891843,-71.101913005,2,24,21,21,0,26.95
Completed,2.86,49.2,42.346106134,-71.093933098,2,24,21,25,0,17.08
Completed,26.67,49.2,42.343955946,-71.098190434,2,24,21,25,0,13.08
Completed,10.87,744.56,42.32884754,-71.100462265,2,24,21,26,0,12.62
Completed,6.49,49.2,42.346645343,-71.093307473,2,24,21,26,0,13.75
Completed,6.49,49.2,42.333320637,-71.102302596,2,24,21,26,0,22.32
Completed,39.99,49.2,42.326585961,-71.086513102,2,24,21,32,0,11.03
Completed,39.99,49.2,42.330395202,-71.102878936,2,24,21,32,0,8.4
Completed,39.94,49.2,42.331718518,-71.109115742,2,24,21,32,0,8.8
Completed,39.94,49.2,42.324756858,-71.096782945,2,24,21,32,0,9.82
Completed,19.03,49.2,42.345836529,-71.094009541,2,24,21,33,0,5.57
Completed,38.84,49.2,42.331312529,-71.103367098,2,24,21,33,0,11.45
Completed,17.28,49.2,42.328765992,-71.101997495,2,24,21,34,0,22.27
Completed,15.11,49.2,42.346915936,-71.093527414,2,24,21,34,0,2.52
Completed,35.76,49.2,42.329155886,-71.08773049,2,24,21,36,0,24.05
Completed,35.57,708.48,42.327242333,-71.099603288,2,24,21,37,0,18.03
Completed,2.19,49.2,42.32884754,-71.100462265,2,24,21,37,0,22.07
Cancelled,1.35,265.68,42.323210048,-71.086296849,2,24,21,39,0,28.65
Cancelled,39.96,49.2,42.346061778,-71.09403234,2,24,21,41,0,8.63
Completed,39.97,49.2,42.346365084,-71.094136946,2,24,21,41,0,8.58
Completed,39.92,49.2,42.333213814,-71.102989241,2,24,21,41,0,7.43
Completed,39.92,49.2,42.332510908,-71.111661494,2,24,21,41,0,8.68
Completed,39.91,49.2,42.33162929,-71.099868156,2,24,21,41,0,8.07
Cancelled,39.9,49.2,42.346060292,-71.094030328,2,24,21,41,0,8.63
Completed,39.8,49.2,42.33321307,-71.102986559,2,24,21,41,0,17.38
Completed,39.88,619.92,42.329391358,-71.104064807,2,24,21,43,0,8.77
Cancelled,39.82,49.2,42.346915936,-71.093527414,2,24,21,44,0,8.9
Cancelled,39.71,42.64,42.342398457,-71.101467758,2,24,21,44,0,14.4
Cancelled,39.47,49.2,42.34627885,-71.094392426,2,24,21,45,0,9.48
Cancelled,38.7,49.2,42.342459914,-71.101286039,2,24,21,45,0,12.6
Completed,21.3,101.68,42.328994773,-71.100891083,2,24,21,51,0,14.55
Completed,15.09,49.2,42.341667154,-71.100669801,2,24,21,58,0,7.52
Completed,14.83,49.2,42.333171927,-71.102401838,2,24,21,58,0,7.32
Completed,28.31,49.2,42.343791897,-71.09810628,2,24,21,58,0,13.65
Completed,15.0,49.2,42.33368547,-71.082219221,2,24,21,58,0,6.98
Completed,14.99,49.2,42.332089805,-71.111500226,2,24,21,58,0,8.35
Completed,14.8,49.2,42.342584812,-71.097737812,2,24,21,58,0,24.45
Completed,14.43,49.2,42.332263798,-71.111746654,2,24,21,59,0,17.6
Completed,2.93,49.2,42.331437945,-71.098293029,2,24,22,2,0,7.98
Completed,2.69,49.2,42.327654545,-71.107323021,2,24,22,2,0,10.6
Completed,2.92,49.2,42.344683504,-71.095066331,2,24,22,2,0,8.93
Completed,2.74,49.2,42.329579487,-71.104048379,2,24,22,2,0,11.9
Cancelled,30.33,49.2,42.322501329,-71.10349115,2,24,22,2,0,14.1
Cancelled,30.28,49.2,42.341678554,-71.098175012,2,24,22,2,0,11.62
Completed,2.84,49.2,42.332340385,-71.096416824,2,24,22,2,0,7.95
Completed,2.98,49.2,42.333847067,-71.09658815,2,24,22,3,0,8.12
Completed,9.42,49.2,42.330490133,-71.102905422,2,24,22,3,0,8.02
Cancelled,33.39,49.2,42.326816485,-71.104585491,2,24,22,3,0,13.47
Completed,36.61,49.2,42.346798233,-71.09365683,2,24,22,4,0,11.42
Completed,9.46,49.2,42.333263384,-71.111503579,2,24,22,4,0,17.28
Completed,32.53,49.2,42.329924017,-71.104326658,2,24,22,4,0,12.17
Completed,36.47,49.2,42.341758846,-71.098342985,2,24,22,5,0,15.55
Completed,2.8,49.2,42.331926964,-71.097008251,2,24,22,5,0,10.5
Completed,36.41,49.2,42.346798233,-71.09365683,2,24,22,5,0,11.15
Completed,36.44,49.2,42.346798233,-71.09365683,2,24,22,5,0,11.1
Completed,36.25,49.2,42.334389602,-71.100891754,2,24,22,5,0,23.42
Completed,35.5,49.2,42.347511387,-71.093528755,2,24,22,6,0,9.95
Completed,6.36,587.12,42.342584812,-71.097737812,2,24,22,7,0,22.35
Completed,34.12,49.2,42.346633944,-71.093353406,2,24,22,7,0,14.6
Cancelled,32.66,49.2,42.332521317,-71.110920198,2,24,22,7,0,23.78
Completed,33.13,49.2,42.346953106,-71.093556583,2,24,22,8,0,15.72
Completed,33.74,587.12,42.324915751,-71.108504869,2,24,22,8,0,27.63
Completed,35.46,49.2,42.328826719,-71.078399085,2,24,22,10,0,12.15
Completed,33.33,72.16,42.33166969,-71.109340377,2,24,22,10,0,21.38
Cancelled,32.66,49.2,42.32993988,-71.103003658,2,24,22,11,0,18.52
Cancelled,1.6,49.2,42.328153261,-71.099057794,2,24,22,11,0,12.73
Cancelled,28.33,744.56,42.341645842,-71.098253801,2,24,22,13,0,20.88
Completed,32.65,49.2,42.334282037,-71.100852862,2,24,22,13,0,19.77
Cancelled,26.25,49.2,42.34167905,-71.098176017,2,24,22,15,0,19.17
Completed,9.87,49.2,42.329579487,-71.104048379,2,24,22,16,0,29.17
Completed,25.83,49.2,42.329667231,-71.098777503,2,24,22,18,0,10.22
Completed,25.1,49.2,42.33197604,-71.097139008,2,24,22,19,0,8.75
Cancelled,4.96,49.2,42.346565304,-71.093811058,2,24,22,20,0,9.57
Completed,4.54,49.2,42.346915936,-71.093527414,2,24,22,20,0,9.48
Cancelled,20.31,49.2,42.341515986,-71.09830711,2,24,22,21,0,19.42
Completed,9.6,49.2,42.34457001,-71.096843295,2,24,22,21,0,12.78
Completed,4.23,49.2,42.346915936,-71.093527414,2,24,22,22,0,9.73
Completed,5.16,49.2,42.327654545,-71.107323021,2,24,22,25,0,29.5
Completed,5.12,49.2,42.327651322,-71.107332744,2,24,22,25,0,29.5
Completed,2.63,49.2,42.327654545,-71.107323021,2,24,22,28,0,30.03
Completed,17.5,49.2,42.334282037,-71.100852862,2,24,22,28,0,16.28
Completed,15.03,49.2,42.33166969,-71.109340377,2,24,22,29,0,21.47
Completed,11.62,49.2,42.346915936,-71.093527414,2,24,22,30,0,10.3
Completed,39.97,49.2,42.329579487,-71.104048379,2,24,22,30,0,8.02
Completed,39.88,49.2,42.341515986,-71.09830711,2,24,22,31,0,8.13
Completed,13.25,49.2,42.33024599,-71.104797386,2,24,22,31,0,19.48
Cancelled,39.84,49.2,42.333808898,-71.096992493,2,24,22,31,0,6.52
Cancelled,39.47,49.2,42.329579487,-71.104048379,2,24,22,31,0,10.45
Completed,9.59,49.2,42.346915936,-71.093527414,2,24,22,32,0,9.07
Completed,37.56,49.2,42.331626811,-71.099499017,2,24,22,33,0,16.1
Completed,38.44,49.2,42.342584812,-71.097737812,2,24,22,35,0,23.03
Completed,38.42,62.32,42.33405501,-71.099173464,2,24,22,37,0,17.57
Completed,37.85,85.28,42.33405501,-71.099173464,2,24,22,37,0,12.55
Cancelled,6.35,49.2,42.331809481,-71.109033935,2,24,22,38,0,21.78
Completed,35.55,49.2,42.333019251,-71.110282838,2,24,22,39,0,7.67
Completed,35.49,49.2,42.339413719,-71.082879044,2,24,22,39,0,6.78
Completed,35.48,49.2,42.338638764,-71.083013155,2,24,22,39,0,8.1
Completed,35.37,49.2,42.346659715,-71.076002195,2,24,22,40,0,12.67
Completed,35.41,49.2,42.33203726,-71.111557223,2,24,22,40,0,24.78
Completed,8.24,49.2,42.322990418,-71.085281633,2,24,22,41,0,21.28
Completed,1.63,49.2,42.328153261,-71.099057794,2,24,22,46,0,10.45
Completed,27.56,49.2,42.32891843,-71.101913005,2,24,22,48,0,2.9
Completed,33.1,49.2,42.343750017,-71.089401171,2,24,22,49,0,9.03
Completed,32.98,49.2,42.344513262,-71.088996157,2,24,22,49,0,9.4
Completed,28.69,49.2,42.332069233,-71.111665182,2,24,22,51,0,25.38
Completed,22.22,49.2,42.32891843,-71.101913005,2,24,22,53,0,3.07
Completed,5.31,49.2,42.346365084,-71.094136946,2,24,22,55,0,8.33
Completed,5.3,49.2,42.346514754,-71.093964614,2,24,22,55,0,8.27
Completed,5.02,744.56,42.333172423,-71.10239815,2,24,22,55,0,7.03
Completed,5.3,49.2,42.346595783,-71.093429513,2,24,22,55,0,8.68
Completed,5.29,49.2,42.346798233,-71.09365683,2,24,22,55,0,25.18
Completed,39.11,49.2,42.33143621,-71.098289341,2,24,22,55,0,7.02
Completed,39.72,49.2,42.342460658,-71.101287715,2,24,22,56,0,7.65
Completed,39.7,49.2,42.34374977,-71.08939983,2,24,22,56,0,4.38
Cancelled,39.68,49.2,42.334282781,-71.10085655,2,24,22,56,0,16.02
Completed,39.66,49.2,42.334389602,-71.100891754,2,24,22,56,0,16.83
Completed,39.57,49.2,42.334282781,-71.10085655,2,24,22,57,0,17.02
Completed,3.28,646.16,42.347034383,-71.093399003,2,24,22,58,0,25.53
Completed,2.09,49.2,42.347035622,-71.093397662,2,24,22,59,0,24.5
Completed,14.01,49.2,42.329579487,-71.104048379,2,24,23,1,0,3.57
Completed,35.1,49.2,42.343792888,-71.09810628,2,24,23,1,0,25.87
Completed,34.71,49.2,42.331738594,-71.097592302,2,24,23,2,0,12.97
Completed,34.58,49.2,42.324108392,-71.108017378,2,24,23,3,0,15.27
Cancelled,34.62,744.56,42.331809481,-71.109033935,2,24,23,3,0,13.77
Completed,34.71,49.2,42.323210048,-71.086296849,2,24,23,3,0,15.55
Completed,34.75,49.2,42.323210048,-71.086296849,2,24,23,3,0,23.32
Completed,6.0,49.2,42.341136825,-71.100524962,2,24,23,6,0,6.6
Completed,6.0,49.2,42.341678058,-71.098165289,2,24,23,6,0,8.27
Completed,5.61,49.2,42.332214227,-71.101870425,2,24,23,6,0,18.18
Completed,13.59,49.2,42.3326795,-71.1114526,2,24,23,6,0,26.65
Completed,35.8,49.2,42.327062872,-71.089993604,2,24,23,7,0,25.0
Completed,5.24,49.2,42.3331243,-71.1022909,2,24,23,7,0,19.18
Completed,5.22,85.28,42.331175216,-71.102304608,2,24,23,7,0,19.4
Completed,39.56,49.2,42.34608631,-71.094461828,2,24,23,9,0,8.18
Completed,39.54,49.2,42.34627885,-71.094392426,2,24,23,9,0,8.13
Completed,39.52,49.2,42.346057814,-71.09403234,2,24,23,9,0,8.13
Completed,2.69,49.2,42.343082418,-71.096176095,2,24,23,9,0,11.1
Completed,39.22,49.2,42.329579487,-71.104048379,2,24,23,9,0,22.6
Completed,39.06,49.2,42.328995021,-71.100888066,2,24,23,10,0,22.2
Completed,38.81,49.2,42.33166969,-71.109340377,2,24,23,10,0,22.32
Cancelled,2.02,49.2,42.341258999,-71.09851297,2,24,23,10,0,13.45
Completed,26.07,49.2,42.342838324,-71.08660128,2,24,23,10,0,4.63
Completed,36.87,49.2,42.334282781,-71.10085655,2,24,23,12,0,15.73
Completed,35.28,49.2,42.346798233,-71.09365683,2,24,23,14,0,9.68
Completed,33.83,42.64,42.346798233,-71.09365683,2,24,23,16,0,8.33
Completed,33.41,49.2,42.331462978,-71.108017378,2,24,23,16,0,25.98
Completed,19.15,49.2,42.332130453,-71.096870452,2,24,23,23,0,8.75
Completed,39.99,49.2,42.328579843,-71.100798547,2,24,23,29,0,7.07
Completed,39.98,49.2,42.322319376,-71.103519648,2,24,23,29,0,10.87
Completed,39.95,49.2,42.346645343,-71.093307473,2,24,23,29,0,7.9
Completed,39.86,49.2,42.337998124,-71.099677049,2,24,23,29,0,5.97
Completed,6.0,49.2,42.332858148,-71.096749417,2,24,23,31,0,6.57
Completed,6.0,49.2,42.344255544,-71.10056486,2,24,23,31,0,8.3
Completed,30.97,49.2,42.314887113,-71.099083945,2,24,23,31,0,10.72
Completed,5.68,49.2,42.333526847,-71.1028786,2,24,23,31,0,12.9
Cancelled,5.62,49.2,42.337777059,-71.099536903,2,24,23,31,0,13.87
Completed,33.05,49.2,42.3276017,-71.1038858,2,24,23,32,0,8.33
Cancelled,34.99,49.2,42.331669938,-71.111784205,2,24,23,32,0,8.62
Completed,34.83,49.2,42.332645491,-71.11171715,2,24,23,32,0,9.2
Completed,34.82,49.2,42.33166969,-71.109340377,2,24,23,32,0,8.88
Completed,34.71,49.2,42.332400613,-71.111777499,2,24,23,32,0,9.4
Cancelled,34.6,49.2,42.330395202,-71.102878936,2,24,23,32,0,8.87
Completed,33.97,49.2,42.332400613,-71.111777499,2,24,23,33,0,14.05
Completed,35.75,49.2,42.346202776,-71.093872078,2,24,23,33,0,12.55
Completed,3.62,49.2,42.342584812,-71.097737812,2,24,23,33,0,21.43
Completed,28.18,49.2,42.314887113,-71.099083945,2,24,23,38,0,24.48
Completed,39.99,62.32,42.360648023,-71.115096733,2,24,23,39,0,13.17
Completed,27.48,49.2,42.333137724,-71.097694561,2,24,23,39,0,5.48
Completed,39.41,49.2,42.34167905,-71.098176017,2,24,23,39,0,7.8
Completed,39.38,49.2,42.343011792,-71.095158197,2,24,23,39,0,9.38
Completed,29.53,613.36,42.346595783,-71.093429513,2,24,23,39,0,11.07
Completed,38.85,49.2,42.343011792,-71.095158197,2,24,23,39,0,9.38
Completed,39.45,49.2,42.34167905,-71.098176017,2,24,23,40,0,7.0
Completed,39.28,49.2,42.342398457,-71.101467758,2,24,23,40,0,13.02
Completed,12.24,49.2,42.332490584,-71.096815802,2,24,23,40,0,9.28
Completed,38.88,49.2,42.341515986,-71.09830711,2,24,23,40,0,7.62
Completed,28.47,577.28,42.346915936,-71.093527414,2,24,23,40,0,11.73
Completed,12.08,49.2,42.327062872,-71.089993604,2,24,23,41,0,27.3
Cancelled,36.15,49.2,42.342231678,-71.101539508,2,24,23,43,0,15.07
Cancelled,36.05,49.2,42.342459914,-71.101286039,2,24,23,43,0,13.85
Completed,22.31,583.84,42.346061778,-71.09403234,2,24,23,46,0,12.07
Completed,22.14,49.2,42.347035622,-71.093397662,2,24,23,47,0,10.58
Completed,37.53,662.56,42.329579487,-71.104048379,2,24,23,51,0,10.15
Completed,37.45,49.2,42.33405501,-71.099173464,2,24,23,51,0,8.43
Completed,37.3,49.2,42.335904166,-71.077357382,2,24,23,51,0,11.35
Cancelled,37.25,626.48,42.333199438,-71.096905991,2,24,23,51,0,15.68
Completed,36.15,49.2,42.33166969,-71.109340377,2,24,23,52,0,26.65
Completed,35.72,49.2,42.331718518,-71.109115742,2,24,23,53,0,26.97
Completed,35.82,49.2,42.33405501,-71.099173464,2,24,23,54,0,21.33
Completed,35.17,49.2,42.33166969,-71.109340377,2,24,23,54,0,27.67
Completed,1.38,49.2,42.332067002,-71.096637435,2,24,23,54,0,7.13
Completed,0.85,49.2,42.332067002,-71.096637435,2,24,23,55,0,6.62
Completed,39.98,49.2,42.346915936,-71.093527414,2,24,23,57,0,7.9
Completed,39.92,49.2,42.346633944,-71.093353406,2,24,23,57,0,7.9
Completed,39.91,49.2,42.346645343,-71.093307473,2,24,23,57,0,7.9
Completed,9.56,68.88,42.332510908,-71.111661494,2,24,23,57,0,10.73
Completed,39.65,49.2,42.346856465,-71.093530096,2,24,23,57,0,9.1
Completed,39.25,49.2,42.346797985,-71.093658507,2,24,23,58,0,10.52
Cancelled,39.25,49.2,42.319460612,-71.080917343,2,24,23,59,0,27.38
Completed,37.87,49.2,42.346798233,-71.09365683,2,25,0,1,1,8.77
Completed,36.68,49.2,42.330084136,-71.081486307,2,25,0,2,1,23.52
Completed,35.54,49.2,42.345195714,-71.090331897,2,25,0,3,1,6.77
Completed,24.85,49.2,42.334188104,-71.100524627,2,25,0,5,1,16.18
Completed,39.37,49.2,42.328872574,-71.10191334,2,25,0,8,1,7.7
Cancelled,39.33,49.2,42.32884754,-71.100462265,2,25,0,9,1,7.52
Completed,39.33,49.2,42.333404658,-71.097404547,2,25,0,9,1,5.62
Completed,39.44,49.2,42.337644964,-71.099633127,2,25,0,9,1,5.48
Completed,39.33,49.2,42.333846819,-71.096589491,2,25,0,9,1,6.15
Completed,38.14,49.2,42.331738594,-71.097592302,2,25,0,10,1,14.93
